time,seconds_elapsed,lux
1655465214017335800,6977.62633569336,119.37249755859375
1655465216247336000,6979.8563359375,133.62750244140625
1655465217827336000,6981.4363359375,148.8000030517578
1655465223607335700,6987.21633569336,166.84500122070312
1655465224106481000,6987.715480957031,26.299999237060547
1655465224306481000,6987.915480957031,4.799999713897705
1655465224506481200,6988.115481201172,0
1655465235026483200,6998.635483154297,0
1655465253762197200,7017.371197265625,0
1655465313882199300,7077.49119921875,0
1655465369162196700,7132.771196777344,0
1655465374122198000,7137.731197998047,0
1655465379682192000,7143.291191894531,0
1655465383172905000,7146.7819050292965,0
1655465393812914000,7157.42191381836,0
1655465434191556000,7197.800556152344,0
1655465560531557600,7324.140557617187,0
1655465620531558100,7384.140558105469,0
1655465620731565000,7384.340564941406,0
1655465680691554300,7444.300554199219,0
1655465704851553800,7468.460553710937,0
1655465715331556900,7478.940556884766,0
1655465740965664000,7504.5746640625,0
1655465749365661200,7512.974661132813,0
1655465759805660200,7523.41466015625,0
1655465800901147100,7564.510147216797,0
1655465861141151200,7624.750151123047,0
1655465921261152500,7684.8701525878905,0
1655465981221149200,7744.830149169922,0
1655465981421151500,7745.0301513671875,0
1655465993301153500,7756.910153564453,45.89999771118164
1655465993501145900,7757.1101457519535,55.099998474121094
1655465993884754200,7757.4937541503905,40.20000076293945
1655465994104751000,7757.713751220703,46.29999923706055
1655465995104749600,7758.713749511719,51.627498626708984
1655465995444750300,7759.05375024414,46.7912483215332
1655465995664753400,7759.273753417969,42.491249084472656
1655465995884750800,7759.493750732422,38.13624954223633
1655465996084750800,7759.693750732422,33.70000076293945
1655465996284750800,7759.893750732422,29.563749313354492
1655466003604750800,7767.213750732421,34.55500030517578
1655466003704750800,7767.313750732422,38.936248779296875
1655466003834750700,7767.443750732422,45.80875015258789
1655466003934750700,7767.543750732422,52.61874771118164
1655466004090795300,7767.699795166016,66.0999984741211
1655466004290795300,7767.899795166016,14.199999809265137
1655466004490795800,7768.099795654297,5.099999904632568
1655466004690795300,7768.299795166015,0
1655466018290812000,7781.8998120117185,0
1655466041420173300,7805.0291733398435,0
1655466041620204300,7805.229204345703,0
1655466101640215800,7865.249215820312,0
1655466161720173600,7925.329173583985,0
1655466161920225800,7925.529225830078,0
1655466222000200700,7985.609200683593,0
1655466246120199700,8009.7291997070315,3.1999998092651367
1655466246500173000,8010.109173095703,335.8999938964844
1655466246860169700,8010.4691696777345,437.5
1655466247163649300,8010.772649169922,368.72125244140625
1655466247823652000,8011.432652099609,331.3074951171875
1655466248663641300,8012.272641357422,388.14373779296875
1655466248763641000,8012.372641113281,431.375
1655466249843643000,8013.452642822265,339.74249267578125
1655466249943643000,8013.552642822266,284.76373291015625
1655466250043643000,8013.652642822266,215.53125
1655466250253643800,8013.862643798828,189.68624877929688
1655466250363643000,8013.972642822266,164.31124877929688
1655466250573641500,8014.182641357422,195.7949981689453
1655466250673641200,8014.282641113281,221.1699981689453
1655466250983641000,8014.592641113281,259.54498291015625
1655466251203643400,8014.812643310547,294.3187561035156
1655466251423648800,8015.03264868164,331.9112548828125
1655466251743643000,8015.352642822266,271.76373291015625
1655466251843643000,8015.452642822265,216.00125122070312
1655466252043642600,8015.652642578125,189.68624877929688
1655466252463642600,8016.072642578125,230.25498962402344
1655466252573643000,8016.182643066406,283.51123046875
1655466252873643000,8016.482643066406,332.5375061035156
1655466253073643000,8016.682643066406,386.8899841308594
1655466253623651300,8017.232651367188,315.6212463378906
1655466253733643000,8017.342643066406,260.4849853515625
1655466253943641000,8017.552641113281,203.15625
1655466254343641000,8017.952641113281,239.0262451171875
